grid_row,grid_col,counts
6628,259,16
6628,260,76
6628,261,100
6628,262,36
6628,263,32
6628,264,295
6628,265,156
6628,266,2836
6628,267,194
6628,268,8
6628,269,14
6628,270,6
6628,272,1
6628,273,2
6628,274,9
6628,275,24
6628,276,160
6628,277,117
6628,278,29
6628,279,9
6628,281,1
6628,282,14
6628,283,5
6628,284,4
6628,285,6
6628,286,7
6628,296,2
6628,299,2
6628,300,4
6628,301,7
6628,302,2
6628,311,2
6629,252,93
6629,253,13
6629,254,8
6629,256,2
6629,257,27
6629,258,8
6629,259,35
6629,260,69
6629,261,212
6629,262,103
6629,265,8
6629,266,17
6629,267,4
6629,269,3
6629,270,3
6629,271,11
6629,272,12
6629,273,2
6629,274,17
6629,275,72
6629,276,63
6629,277,1
6629,278,3
6629,283,7
6629,284,5
6629,285,2
6629,286,2
6629,295,1
6629,299,2
6629,300,17
6629,301,4
6629,302,2
6630,251,14
6630,252,493
6630,253,86
6630,254,14
6630,255,2
6630,256,17
6630,257,3
6630,258,13
6630,259,16
6630,260,42
6630,261,43
6630,262,263
6630,263,21
6630,264,4
6630,265,84
6630,266,197
6630,267,1
6630,269,2
6630,271,5
6630,273,2
6630,274,4
6630,275,48
6630,276,6
6630,282,4
6630,283,38
6630,284,14
6630,285,6
6630,286,4
6630,287,1
6630,289,2
6630,290,10
6630,291,15
6630,292,1
6630,293,2
6630,298,2
6630,299,1
6630,300,11
6630,301,4
6630,302,4
6630,303,3
6630,311,1
6631,252,91
6631,253,118
6631,254,74
6631,255,30
6631,256,18
6631,257,4
6631,258,41
6631,259,28
6631,260,21
6631,262,132
6631,263,23
6631,264,30
6631,265,325
6631,266,801
6631,267,69
6631,269,3
6631,270,28
6631,271,10
6631,272,4
6631,273,2
6631,275,30
6631,282,10
6631,283,408
6631,284,38
6631,289,3
6631,290,3
6631,291,9
6631,295,2
6631,298,4
6631,299,1
6631,300,1
6631,301,46
6631,302,4
6631,303,3
6631,304,2
6631,311,2
6631,319,2
6631,321,2
6632,251,2
6632,252,44
6632,253,14
6632,254,1
6632,255,7
6632,256,20
6632,257,12
6632,258,10
6632,259,7
6632,260,4
6632,262,8
6632,263,6
6632,264,229
6632,265,156
6632,266,306
6632,267,213
6632,268,7
6632,270,18
6632,271,8
6632,272,3
6632,274,32
6632,281,1
6632,282,24
6632,283,7
6632,284,11
6632,285,6
6632,289,2
6632,290,4
6632,291,7
6632,294,3
6632,298,17
6632,300,8
6632,301,6
6632,302,2
6632,303,10
6632,304,9
6632,314,3
6633,252,17
6633,254,2
6633,256,15
6633,257,3
6633,258,31
6633,259,20
6633,260,2
6633,263,13
6633,264,690
6633,265,136
6633,270,47
6633,271,21
6633,272,8
6633,274,9
6633,275,1
6633,283,2
6633,284,2
6633,285,11
6633,289,1
6633,290,18
6633,291,2
6633,298,2
6633,301,142
6633,302,75
6633,303,2
6633,304,2
6633,305,9
6633,306,3
6633,314,3
6633,315,4
6633,316,2
6634,252,50
6634,253,40
6634,255,6
6634,257,16
6634,258,93
6634,259,27
6634,260,21
6634,261,8
6634,262,12
6634,263,40
6634,264,231
6634,265,4
6634,267,5
6634,268,11
6634,269,14
6634,270,36
6634,271,11
6634,272,14
6634,273,48
6634,285,6
6634,286,3
6634,289,2
6634,290,16
6634,298,10
6634,300,58
6634,301,71
6634,302,39
6634,303,4
6634,304,6
6634,315,1
6634,316,20
6635,242,13
6635,243,76
6635,244,86
6635,245,35
6635,246,38
6635,253,80
6635,254,1
6635,255,15
6635,256,3
6635,257,11
6635,258,78
6635,259,4
6635,260,15
6635,261,6
6635,262,24
6635,264,131
6635,265,153
6635,268,113
6635,269,79
6635,272,16
6635,275,2
6635,285,22
6635,286,3
6635,289,4
6635,290,17
6635,295,1
6635,296,11
6635,297,49
6635,298,51
6635,299,10
6635,300,9
6635,302,23
6635,303,4
6635,304,2
6635,305,1
6635,312,2
6635,315,1
6635,316,18
6636,243,329
6636,244,226
6636,245,32
6636,246,191
6636,247,10
6636,253,127
6636,254,110
6636,255,16
6636,256,2
6636,258,50
6636,260,1
6636,262,30
6636,263,6
6636,264,371
6636,265,444
6636,266,16
6636,268,2
6636,269,8
6636,271,13
6636,285,5
6636,286,7
6636,295,2
6636,296,3
6636,297,2
6636,298,1
6636,301,5
6636,302,61
6636,303,40
6636,316,34
6637,241,1
6637,242,1
6637,243,61
6637,244,89
6637,245,31
6637,246,60
6637,247,115
6637,253,27
6637,254,195
6637,256,10
6637,257,62
6637,258,162
6637,259,2
6637,261,1
6637,263,282
6637,264,1071
6637,265,359
6637,268,14
6637,269,26
6637,270,12
6637,275,7
6637,284,4
6637,285,28
6637,291,2
6637,295,1
6637,296,3
6637,300,2
6637,302,2
6637,303,8
6637,304,10
6637,306,10
6637,315,3
6637,316,8
6638,240,106
6638,241,44
6638,242,10
6638,243,2
6638,244,70
6638,245,35
6638,246,268
6638,247,24
6638,254,38
6638,256,2
6638,257,3
6638,258,63
6638,261,10
6638,262,3
6638,263,363
6638,264,294
6638,265,955
6638,266,396
6638,267,127
6638,268,27
6638,269,25
6638,270,40
6638,283,140
6638,284,122
6638,285,9
6638,289,4
6638,295,1
6638,296,7
6638,302,1
6638,303,4
6638,304,3
6638,305,15
6638,307,7
6638,315,8
6638,316,14
6639,239,48
6639,240,212
6639,241,5
6639,243,134
6639,244,506
6639,245,232
6639,246,157
6639,247,2
6639,253,5
6639,254,71
6639,255,117
6639,256,9
6639,258,82
6639,261,2
6639,262,27
6639,263,663
6639,264,636
6639,265,406
6639,266,834
6639,267,59
6639,268,40
6639,269,4
6639,270,1
6639,271,1
6639,282,26
6639,283,320
6639,284,48
6639,288,3
6639,289,7
6639,295,2
6639,296,3
6639,303,3
6639,304,10
6639,307,9
6639,308,7
6639,313,4
6639,314,10
6639,315,6
6639,316,4
6640,239,56
6640,240,104
6640,241,347
6640,242,32
6640,243,737
6640,244,852
6640,245,248
6640,246,391
6640,255,443
6640,256,32
6640,257,120
6640,258,490
6640,262,12
6640,263,560
6640,264,1670
6640,265,472
6640,266,495
6640,267,133
6640,268,28
6640,269,2
6640,282,12
6640,283,9
6640,288,6
6640,289,22
6640,290,3
6640,295,14
6640,304,2
6640,305,7
6640,306,6
6640,307,3
6640,313,9
6641,239,5
6641,240,29
6641,241,93
6641,242,264
6641,243,527
6641,244,1371
6641,245,291
6641,246,305
6641,247,5
6641,248,12
6641,255,1089
6641,256,375
6641,257,83
6641,258,333
6641,263,235
6641,264,680
6641,265,1294
6641,266,1175
6641,267,178
6641,281,17
6641,282,9
6641,288,12
6641,289,30
6641,290,3
6641,293,5
6641,294,4
6641,304,2
6641,305,6
6641,306,7
6641,307,4
6641,313,1
6641,314,1
6641,320,4
6641,321,1
6642,239,6
6642,240,5
6642,241,16
6642,242,33
6642,243,280
6642,244,523
6642,245,237
6642,246,243
6642,247,27
6642,248,32
6642,256,561
6642,257,260
6642,258,91
6642,263,176
6642,264,888
6642,265,528
6642,266,541
6642,267,97
6642,281,66
6642,287,2
6642,288,11
6642,289,4
6642,290,1
6642,291,4
6642,292,9
6642,306,17
6642,307,447
6642,308,46
6642,309,25
6643,239,7
6643,242,8
6643,243,85
6643,244,82
6643,245,276
6643,246,249
6643,247,195
6643,249,4
6643,250,11
6643,256,314
6643,257,977
6643,258,4
6643,262,26
6643,263,39
6643,264,898
6643,265,777
6643,266,982
6643,267,329
6643,280,9
6643,281,31
6643,287,4
6643,288,21
6643,289,25
6643,290,14
6643,291,3
6643,306,36
6643,307,863
6643,308,157
6643,309,22
6644,242,2
6644,243,18
6644,244,23
6644,245,106
6644,246,200
6644,247,537
6644,248,123
6644,249,126
6644,250,14
6644,251,5
6644,256,95
6644,257,191
6644,262,62
6644,263,204
6644,264,1333
6644,265,1733
6644,266,1547
6644,267,1117
6644,268,24
6644,269,15
6644,275,5
6644,280,4
6644,281,15
6644,282,1
6644,287,20
6644,288,50
6644,289,34
6644,306,3
6644,307,53
6645,243,1
6645,245,2
6645,246,83
6645,247,428
6645,248,243
6645,249,94
6645,250,64
6645,253,12
6645,254,54
6645,262,61
6645,263,287
6645,264,755
6645,265,1116
6645,266,395
6645,267,1865
6645,268,244
6645,275,39
6645,281,11
6645,282,13
6645,287,7
6645,307,14
6645,309,3
6646,241,1
6646,243,4
6646,245,2
6646,246,131
6646,247,487
6646,248,395
6646,249,95
6646,250,7
6646,253,31
6646,254,221
6646,255,74
6646,261,3
6646,263,382
6646,264,432
6646,265,844
6646,266,164
6646,267,1287
6646,268,355
6646,271,12
6646,273,1
6646,274,4
6646,275,9
6646,281,66
6646,282,31
6646,286,10
6646,297,1
6646,299,3
6646,300,1
6646,301,1
6646,302,5
6646,306,5
6646,308,4
6646,309,5
6646,310,8
6647,243,6
6647,244,18
6647,245,9
6647,246,48
6647,247,127
6647,248,344
6647,249,1870
6647,250,136
6647,251,1038
6647,252,289
6647,253,56
6647,254,229
6647,255,507
6647,257,4
6647,258,195
6647,262,152
6647,263,273
6647,264,892
6647,265,2528
6647,266,985
6647,267,2205
6647,268,176
6647,273,3
6647,274,8
6647,275,6
6647,281,112
6647,282,3
6647,283,25
6647,285,14
6647,286,12
6647,297,2
6647,300,6
6647,301,40
6647,302,15
6647,303,6
6647,304,11
6647,305,9
6647,306,15
6647,307,18
6647,308,4
6647,309,3
6648,244,7
6648,245,3
6648,246,4
6648,247,356
6648,248,2795
6648,249,639
6648,250,204
6648,251,298
6648,252,613
6648,253,244
6648,254,195
6648,255,345
6648,256,6
6648,257,15
6648,258,876
6648,259,95
6648,260,358
6648,261,472
6648,262,1222
6648,263,2089
6648,264,2951
6648,265,1126
6648,266,821
6648,267,657
6648,268,416
6648,271,8
6648,272,140
6648,273,406
6648,274,834
6648,275,54
6648,276,1
6648,280,31
6648,281,38
6648,283,13
6648,284,74
6648,285,93
6648,286,133
6648,287,4
6648,288,29
6648,296,1
6648,297,2
6648,298,9
6648,300,104
6648,301,468
6648,302,130
6648,303,50
6648,304,18
6648,305,4
6648,306,15
6648,307,3
6648,308,3
6648,310,1
6648,315,1
6648,317,2
6649,246,127
6649,247,276
6649,248,818
6649,249,335
6649,250,782
6649,251,330
6649,252,408
6649,253,484
6649,254,1243
6649,255,432
6649,256,469
6649,257,53
6649,258,43
6649,259,329
6649,260,3282
6649,261,4595
6649,262,31915
6649,263,7040
6649,264,2444
6649,265,1206
6649,266,1599
6649,267,1902
6649,268,1451
6649,269,76
6649,271,3
6649,272,362
6649,273,1258
6649,274,1212
6649,275,94
6649,276,54
6649,277,5
6649,279,44
6649,280,432
6649,281,5
6649,283,25
6649,284,413
6649,285,427
6649,286,63
6649,287,103
6649,288,36
6649,292,1
6649,295,1
6649,296,2
6649,297,11
6649,298,5
6649,299,3
6649,300,25
6649,301,21
6649,302,24
6649,306,4
6649,307,1
6649,308,1
6649,317,1
6649,318,1
6649,321,4
6650,244,1
6650,245,3
6650,246,156
6650,247,110
6650,248,592
6650,249,108
6650,250,21
6650,251,290
6650,252,468
6650,253,1260
6650,254,252
6650,255,248
6650,256,1461
6650,257,741
6650,258,888
6650,259,1985
6650,260,3360
6650,261,4984
6650,262,4128
6650,263,4918
6650,264,1465
6650,265,462
6650,266,399
6650,267,351
6650,268,871
6650,269,2054
6650,270,281
6650,271,129
6650,272,258
6650,273,1598
6650,274,1510
6650,275,139
6650,276,1929
6650,277,343
6650,278,626
6650,279,147
6650,280,426
6650,283,47
6650,284,102
6650,285,95
6650,286,37
6650,287,55
6650,288,18
6650,293,1
6650,295,4
6650,296,1
6650,297,16
6650,298,20
6650,299,9
6650,300,14
6650,301,16
6650,304,29
6650,305,4
6650,306,1
6650,309,1
6651,245,90
6651,246,114
6651,247,851
6651,248,520
6651,250,4
6651,251,402
6651,252,199
6651,253,332
6651,254,705
6651,255,421
6651,256,1020
6651,257,1401
6651,258,1665
6651,259,1280
6651,260,3931
6651,261,2683
6651,262,5002
6651,263,3923
6651,264,3368
6651,265,1631
6651,266,868
6651,267,265
6651,268,144
6651,269,759
6651,270,850
6651,271,984
6651,272,1297
6651,273,348
6651,274,482
6651,275,597
6651,276,628
6651,277,640
6651,278,405
6651,279,322
6651,280,26
6651,282,105
6651,283,23
6651,284,24
6651,285,42
6651,287,12
6651,288,19
6651,293,4
6651,294,12
6651,295,13
6651,296,6
6651,297,11
6651,298,19
6651,299,5
6651,300,3
6651,301,9
6651,302,2
6651,304,4
6651,306,2
6651,309,1
6651,310,2
6652,244,6
6652,245,72
6652,246,395
6652,247,840
6652,248,92
6652,249,39
6652,250,13
6652,251,9
6652,252,66
6652,253,417
6652,254,723
6652,255,275
6652,256,650
6652,257,530
6652,258,647
6652,259,839
6652,260,991
6652,261,1073
6652,262,1021
6652,263,5104
6652,264,2906
6652,265,1379
6652,266,1766
6652,267,1413
6652,268,1043
6652,269,523
6652,270,1914
6652,271,1397
6652,272,1062
6652,273,575
6652,274,32
6652,275,218
6652,276,602
6652,277,1815
6652,278,2795
6652,279,1051
6652,280,417
6652,282,19
6652,283,11
6652,285,5
6652,286,8
6652,287,4
6652,288,3
6652,294,3
6652,297,19
6652,298,1
6652,300,1
6652,301,3
6652,303,3
6652,304,9
6652,318,13
6653,243,11
6653,244,13
6653,245,18
6653,246,6
6653,247,6
6653,248,516
6653,249,272
6653,250,3
6653,252,16
6653,253,114
6653,254,990
6653,255,476
6653,256,979
6653,257,1699
6653,258,434
6653,259,663
6653,260,687
6653,261,757
6653,262,1245
6653,263,1067
6653,264,1484
6653,265,704
6653,266,557
6653,267,130
6653,268,883
6653,269,2082
6653,270,584
6653,271,1070
6653,272,1228
6653,273,313
6653,275,96
6653,276,392
6653,277,710
6653,278,559
6653,279,2397
6653,280,684
6653,282,5
6653,283,3
6653,284,1
6653,286,8
6653,287,4
6653,288,30
6653,289,3
6653,290,42
6653,294,9
6653,295,2
6653,296,14
6653,297,16
6653,302,5
6653,303,4
6653,304,8
6653,314,2
6654,242,9
6654,243,14
6654,244,2
6654,247,65
6654,248,89
6654,249,79
6654,251,3
6654,253,72
6654,254,171
6654,255,65
6654,256,422
6654,257,826
6654,258,560
6654,259,423
6654,260,295
6654,261,422
6654,262,877
6654,263,504
6654,264,582
6654,265,782
6654,268,17
6654,269,2501
6654,270,2771
6654,271,547
6654,272,3456
6654,273,56
6654,275,29
6654,276,856
6654,277,269
6654,278,100
6654,279,475
6654,280,147
6654,282,2
6654,288,6
6654,289,9
6654,290,185
6654,291,22
6654,292,6
6654,293,4
6654,294,13
6654,296,78
6654,297,40
6654,298,1
6654,305,1
6654,306,1
6654,316,4
6654,317,15
6654,320,3
6655,240,1
6655,241,13
6655,246,20
6655,247,282
6655,248,48
6655,249,9
6655,251,1
6655,253,7
6655,254,8
6655,255,60
6655,256,407
6655,257,483
6655,258,185
6655,259,41
6655,260,8
6655,261,367
6655,262,259
6655,263,168
6655,264,309
6655,265,148
6655,266,11
6655,269,142
6655,270,130
6655,271,616
6655,272,1464
6655,273,148
6655,274,34
6655,275,30
6655,276,277
6655,277,61
6655,278,106
6655,279,158
6655,280,8
6655,283,7
6655,285,1
6655,287,1
6655,289,102
6655,290,1010
6655,291,84
6655,292,11
6655,293,14
6655,294,8
6655,295,1
6655,296,10
6655,297,8
6655,298,2
6655,305,5
6655,306,10
6656,240,12
6656,241,3
6656,246,11
6656,247,38
6656,248,2
6656,251,2
6656,254,10
6656,255,10
6656,256,134
6656,257,287
6656,258,144
6656,263,7
6656,264,3
6656,266,27
6656,272,126
6656,273,213
6656,274,20
6656,275,57
6656,276,21
6656,277,113
6656,278,437
6656,279,137
6656,280,3
6656,282,80
6656,283,14
6656,284,14
6656,288,3
6656,289,13
6656,290,27
6656,291,36
6656,292,1
6656,293,15
6656,294,12
6656,296,1
6656,297,58
6656,298,4
6656,299,1
6656,306,5
6657,246,5
6657,247,24
6657,249,3
6657,255,10
6657,256,7
6657,257,51
6657,258,124
6657,262,4
6657,263,3
6657,271,360
6657,272,252
6657,273,72
6657,274,3
6657,275,6
6657,276,16
6657,277,68
6657,278,190
6657,279,250
6657,280,29
6657,281,66
6657,282,125
6657,283,2
6657,288,1
6657,289,6
6657,290,11
6657,291,15
6657,293,67
6657,294,73
6657,295,7
6657,296,7
6657,297,9
6657,298,11
6657,299,5
6657,318,2
6658,247,30
6658,255,7
6658,256,90
6658,262,9
6658,263,9
6658,264,9
6658,265,1
6658,269,8
6658,271,76
6658,272,459
6658,273,71
6658,274,8
6658,276,12
6658,277,29
6658,278,1441
6658,279,316
6658,280,9
6658,281,25
6658,282,10
6658,283,1
6658,284,23
6658,285,76
6658,287,15
6658,288,10
6658,290,22
6658,291,4
6658,292,6
6658,293,1
6658,294,11
6658,295,3
6658,298,1
6658,299,12
6658,319,1
6658,320,1
6658,321,13
6659,256,7
6659,258,7
6659,259,13
6659,263,7
6659,264,2
6659,265,2
6659,266,4
6659,270,1
6659,272,162
6659,273,56
6659,274,36
6659,275,12
6659,276,18
6659,277,22
6659,278,411
6659,279,481
6659,280,83
6659,281,1
6659,282,8
6659,283,3
6659,284,7
6659,285,22
6659,286,32
6659,287,1
6659,288,9
6659,289,169
6659,290,36
6659,292,1
6659,293,12
6659,294,3
6659,295,8
6659,297,16
6659,298,3
6659,299,10
6659,300,4
6660,244,4
6660,255,8
6660,256,2
6660,257,4
6660,261,11
6660,264,19
6660,265,11
6660,266,3
6660,271,38
6660,272,26
6660,273,5
6660,275,20
6660,276,4
6660,278,23
6660,279,72
6660,280,172
6660,281,72
6660,282,450
6660,283,81
6660,284,7
6660,286,19
6660,287,114
6660,288,1
6660,289,10
6660,290,10
6660,291,4
6660,294,8
6660,295,54
6660,296,107
6660,297,224
6660,299,6
6660,317,1
6661,252,5
6661,253,16
6661,254,9
6661,255,44
6661,256,8
6661,258,9
6661,264,5
6661,265,4
6661,266,11
6661,268,5
6661,270,11
6661,271,55
6661,272,3
6661,273,1
6661,278,2
6661,279,16
6661,280,36
6661,281,140
6661,282,55
6661,283,74
6661,284,97
6661,285,2
6661,286,1
6661,287,78
6661,288,1
6661,289,1
6661,290,2
6661,291,2
6661,292,1
6661,294,3
6661,295,12
6661,296,3
6661,297,55
6661,298,9
6661,299,4
6662,253,4
6662,255,21
6662,256,6
6662,257,5
6662,258,6
6662,264,3
6662,266,34
6662,270,24
6662,271,9
6662,272,12
6662,279,10
6662,280,8
6662,282,8
6662,283,102
6662,284,39
6662,285,2
6662,287,2
6662,289,2
6662,292,2
6662,293,5
6662,294,3
6662,297,6
6662,298,67
6662,299,8
6662,300,4
6662,307,2
6662,315,7
6662,316,1
6663,266,14
6663,267,1
6663,269,5
6663,270,697
6663,271,3
6663,272,5
6663,278,1
6663,279,9
6663,280,24
6663,281,10
6663,283,50
6663,284,8
6663,285,36
6663,287,5
6663,289,5
6663,290,5
6663,291,5
6663,295,3
6663,296,12
6663,297,2
6663,298,51
6663,299,54
6663,300,26
6663,301,3
6664,259,1
6664,269,278
6664,270,400
6664,271,3
6664,279,18
6664,283,12
6664,284,122
6664,285,43
6664,286,7
6664,287,2
6664,289,5
6664,291,2
6664,292,1
6664,294,26
6664,295,12
6664,296,9
6664,297,4
6664,298,4
6664,299,14
6664,301,5
6664,302,1
6664,310,3
6665,269,259
6665,270,69
6665,271,5
6665,272,17
6665,277,12
6665,278,75
6665,279,511
6665,280,2
6665,281,1
6665,282,3
6665,283,9
6665,284,256
6665,285,579
6665,286,46
6665,287,4
6665,288,7
6665,289,6
6665,292,9
6665,294,2
6665,297,4
6665,298,2
6665,299,1
6665,300,4
6665,301,6
6665,302,8
6665,311,3
6666,268,2
6666,270,6
6666,271,24
6666,277,141
6666,278,71
6666,279,125
6666,280,12
6666,281,29
6666,282,8
6666,283,12
6666,284,369
6666,285,434
6666,286,26
6666,287,11
6666,288,2
6666,291,1
6666,292,4
6666,297,1
6666,298,3
6666,299,3
6666,300,46
6666,301,4
6666,302,6
6666,303,139
6666,304,34
6666,305,7
6666,306,2
6666,310,1
6666,311,2
6667,258,11
6667,270,26
6667,271,10
6667,272,2
6667,276,4
6667,277,96
6667,278,2
6667,279,32
6667,281,1
6667,282,14
6667,283,7
6667,284,82
6667,285,79
6667,286,8
6667,287,2
6667,288,3
6667,289,29
6667,290,21
6667,291,11
6667,292,1
6667,293,4
6667,297,5
6667,299,7
6667,301,11
6667,302,8
6667,303,18
6667,304,14
6667,305,1
6667,309,4
6667,310,5
6668,269,10
6668,270,312
6668,271,4
6668,277,17
6668,278,5
6668,279,17
6668,280,10
6668,281,5
6668,282,9
6668,284,4
6668,285,22
6668,286,1
6668,287,7
6668,289,125
6668,290,2
6668,292,5
6668,297,7
6668,298,38
6668,299,47
6668,302,18
6668,303,12
6668,304,24
6668,305,31
6668,306,1
6668,307,9
6668,308,7
6668,310,7
6669,269,1
6669,270,20
6669,271,18
6669,277,5
6669,278,13
6669,279,11
6669,280,11
6669,281,7
6669,282,10
6669,284,1
6669,285,16
6669,286,8
6669,288,2
6669,289,11
6669,290,3
6669,291,3
6669,294,2
6669,295,19
6669,296,15
6669,297,24
6669,298,58
6669,299,3
6669,300,3
6669,301,5
6669,303,166
6669,304,1483
6669,305,95
6669,306,5
6669,307,4
6669,308,4
6669,311,1
6670,268,15
6670,269,395
6670,270,33
6670,271,19
6670,277,1
6670,278,1
6670,279,19
6670,280,18
6670,281,1
6670,282,16
6670,284,26
6670,285,19
6670,288,2
6670,290,3
6670,291,3
6670,293,6
6670,294,74
6670,295,2
6670,296,255
6670,297,3
6670,298,1
6670,299,1
6670,300,2
6670,301,17
6670,302,35
6670,303,665
6670,304,235
6670,305,7
6670,306,4
6670,307,7
6670,308,9
6670,312,3
6671,268,47
6671,269,171
6671,270,69
6671,271,125
6671,278,1
6671,279,11
6671,281,3
6671,284,1
