grid_row,grid_col,counts
6671,285,1
6671,286,16
6671,289,5
6671,290,12
6671,291,3
6671,292,2
6671,293,25
6671,294,17
6671,295,12
6671,296,46
6671,297,6
6671,298,18
6671,299,3
6671,300,8
6671,301,1
6671,302,1
6671,303,5
6671,304,317
6671,305,21
6671,306,8
6671,307,2
6672,256,4
6672,267,17
6672,268,31
6672,269,47
6672,278,27
6672,279,32
6672,281,13
6672,282,9
6672,283,15
6672,286,49
6672,287,235
6672,288,179
6672,289,153
6672,290,180
6672,291,12
6672,292,19
6672,293,2
6672,295,1
6672,296,2
6672,297,6
6672,298,9
6672,299,25
6672,300,7
6672,301,14
6672,303,4
6672,304,6
6672,305,3
6672,306,4
6672,307,4
6673,266,3
6673,267,49
6673,268,6
6673,278,71
6673,279,24
6673,280,105
6673,281,10
6673,283,2
6673,284,7
6673,286,852
6673,287,3239
6673,288,800
6673,289,76
6673,290,76
6673,291,52
6673,292,52
6673,293,4
6673,294,8
6673,296,1
6673,297,9
6673,300,89
6673,301,18
6673,302,2
6673,304,3
6673,305,14
6673,306,3
6673,307,2
6673,308,1
6674,266,4
6674,267,4
6674,278,17
6674,279,4
6674,280,11
6674,281,2
6674,284,27
6674,285,185
6674,286,183
6674,287,456
6674,288,306
6674,289,1
6674,290,1
6674,291,5
6674,292,16
6674,293,2
6674,295,1
6674,298,11
6674,299,1
6674,300,13
6674,301,113
6674,302,31
6674,303,1
6674,304,3
6674,305,5
6674,306,3
6674,307,6
6674,308,17
6674,309,4
6675,265,6
6675,277,6
6675,278,15
6675,279,19
6675,280,6
6675,281,2
6675,284,132
6675,285,159
6675,287,92
6675,288,283
6675,289,6
6675,292,10
6675,293,1
6675,294,3
6675,298,16
6675,299,1
6675,301,13
6675,303,3
6675,304,16
6675,305,13
6675,306,20
6675,307,8
6675,308,35
6675,309,28
6675,310,2
6676,277,24
6676,278,4
6676,279,5
6676,280,2
6676,282,1
6676,283,2
6676,284,9
6676,285,26
6676,287,828
6676,289,1
6676,290,3
6676,292,31
6676,293,2
6676,295,4
6676,296,1
6676,297,4
6676,298,13
6676,300,2
6676,301,3
6676,302,15
6676,303,9
6676,305,2
6676,306,113
6676,307,47
6676,308,5
6676,309,4
6677,277,71
6677,278,4
6677,279,4
6677,280,9
6677,282,32
6677,283,22
6677,287,28
6677,290,19
6677,291,9
6677,292,55
6677,293,8
6677,295,1
6677,297,3
6677,299,2
6677,301,8
6677,302,10
6677,303,8
6677,305,2
6677,306,5
6677,307,13
6677,308,29
6677,309,13
6678,277,48
6678,278,1
6678,280,33
6678,281,66
6678,286,5
6678,287,37
6678,288,14
6678,289,27
6678,291,3
6678,292,113
6678,293,34
6678,294,5
6678,297,10
6678,298,4
6678,299,1
6678,301,4
6678,302,1
6678,303,3
6678,304,8
6678,305,18
6678,309,5
6678,310,23
6679,276,18
6679,277,7
6679,278,2
6679,279,18
6679,280,3
6679,281,28
6679,282,156
6679,287,3
6679,288,1
6679,292,9
6679,293,7
6679,295,3
6679,296,10
6679,297,14
6679,298,1
6679,299,1
6679,300,3
6679,301,26
6679,302,5
6679,304,3
6679,305,2
6679,307,8
6679,308,15
6679,309,18
6679,310,6
6680,275,17
6680,276,2
6680,278,25
6680,280,2
6680,281,6
6680,282,19
6680,286,8
6680,287,13
6680,292,4
6680,296,52
6680,297,35
6680,298,10
6680,299,82
6680,300,49
6680,301,12
6680,302,5
6680,306,6
6680,307,9
6680,308,3
6680,309,15
6681,274,1
6681,275,65
6681,276,2
6681,278,9
6681,279,10
6681,282,56
6681,285,98
6681,286,8
6681,287,12
6681,288,7
6681,292,4
6681,295,4
6681,296,7
6681,297,3
6681,298,4
6681,299,32
6681,300,72
6681,301,6
6681,305,7
6681,306,19
6681,309,13
6682,275,6
6682,276,12
6682,277,1
6682,278,1
6682,279,717
6682,280,146
6682,281,5
6682,282,13
6682,283,4
6682,286,13
6682,287,45
6682,290,1
6682,291,4
6682,292,2
6682,296,3
6682,298,8
6682,299,36
6682,300,29
6682,305,9
6682,306,12
6682,307,40
6682,308,12
6682,309,9
6682,310,6
6683,276,2
6683,277,11
6683,278,1
6683,279,197
6683,280,126
6683,281,3
6683,282,38
6683,283,4
6683,286,53
6683,287,134
6683,288,6
6683,289,8
6683,290,7
6683,295,4
6683,297,4
6683,298,11
6683,299,9
6683,300,11
6683,305,3
6683,306,4
6683,307,2
6683,308,4
6683,309,17
6683,310,2
6684,277,11
6684,278,8
6684,279,36
6684,281,2
6684,283,7
6684,287,12
6684,288,78
6684,289,90
6684,290,94
6684,295,2
6684,297,1
6684,298,14
6684,306,1
6684,308,2
6684,311,3
6685,277,22
6685,278,16
6685,279,42
6685,280,36
6685,281,9
6685,282,14
6685,284,1
6685,287,1
6685,288,39
6685,289,391
6685,290,220
6685,291,2
6685,294,6
6685,295,6
6685,297,3
6685,305,1
6685,306,14
6686,277,10
6686,278,6
6686,279,10
6686,280,413
6686,281,107
6686,282,18
6686,283,10
6686,284,6
6686,288,40
6686,289,263
6686,290,17
6686,291,8
6686,292,4
6686,295,2
6686,297,2
6686,306,1
6686,307,3
6687,277,17
6687,278,20
6687,279,10
6687,280,113
6687,281,150
6687,282,5
6687,283,2
6687,284,21
6687,285,3
6687,288,295
6687,289,332
6687,290,11
6687,291,15
6687,292,2
6687,294,5
6687,295,1
6687,296,7
6687,297,10
6687,305,1
6687,306,5
6688,277,3
6688,278,25
6688,279,3
6688,280,1
6688,281,1
6688,282,1
6688,283,6
6688,284,1
6688,287,100
6688,288,696
6688,289,171
6688,290,1
6688,291,3
6688,292,36
6688,293,8
6688,295,1
6688,296,1
6688,297,14
6688,305,4
6689,283,12
6689,285,1
6689,286,18
6689,287,555
6689,288,599
6689,289,53
6689,290,122
6689,291,8
6689,292,33
6689,294,5
6689,296,2
6689,297,1
6690,280,2
6690,281,5
6690,282,1
6690,283,8
6690,286,4
6690,287,77
6690,288,34
6690,289,44
6690,290,12
6690,292,5
6691,281,9
6691,287,94
6691,288,61
6691,289,12
6691,290,21
6691,292,8
6691,293,10
6691,294,3
6691,295,35
6691,296,2
6692,287,41
6692,288,10
6692,289,55
6692,290,9
6692,291,14
6692,292,9
6692,293,34
6692,294,36
6692,295,88
6692,296,7
6693,282,2
6693,288,4
6693,289,53
6693,290,124
6693,291,83
6693,292,53
6693,293,349
6693,294,230
6693,295,97
6693,296,13
6693,297,1
6694,282,1
6694,289,73
6694,290,88
6694,291,107
6694,292,46
6694,293,411
6694,294,37
6694,295,130
6694,296,30
6694,297,10
6694,298,1
6695,280,32
6695,281,3
6695,284,13
6695,289,2
6695,290,13
6695,291,7
6695,292,6
6695,293,21
6695,294,4
6695,295,7
6695,297,4
6696,279,11
6696,280,25
6696,289,8
6696,290,7
6696,291,8
6696,292,3
6696,293,5
6696,294,3
6696,295,3
6696,297,8
6696,298,6
6696,299,23
6697,279,35
6697,282,5
6697,289,1
6697,290,15
6697,291,23
6697,292,3
6697,293,2
6697,294,22
6697,297,1
6697,298,34
6697,299,4
6698,278,1
6698,279,20
6698,280,2
6698,283,5
6698,290,9
6698,291,5
6698,292,2
6698,293,3
6698,294,13
6698,298,5
6698,299,5
6699,275,2
6699,279,5
6699,280,1
6699,282,3
6699,290,2
6699,291,1
6699,292,19
6699,293,3
6699,294,10
6700,274,1
6700,280,2
6700,281,6
6700,283,58
6700,290,106
6700,291,25
6700,292,21
6700,293,1
6700,294,7
6700,296,3
6700,299,3
6701,281,5
6701,283,1
6701,290,40
6701,291,31
6701,292,11
6701,293,20
6701,296,7
6702,282,19
6702,283,38
6702,284,62
6702,287,1
6702,289,3
6702,290,12
6702,292,22
6702,293,123
6703,281,9
6703,282,16
6703,283,36
6703,284,3
6703,289,2
6703,290,16
6703,293,8
6704,278,2
6704,280,4
6704,281,54
6704,282,18
6704,283,20
6704,284,8
6704,292,1
6704,293,41
6705,275,1
6705,277,14
6705,278,12
6705,279,3
6705,282,2
6705,283,188
6705,284,12
6705,294,3
6705,295,3
6706,282,12
6706,283,117
6706,284,1
6706,290,3
6706,293,10
6707,271,4
6707,272,4
6707,273,1
6707,278,3
6707,281,11
6707,282,34
6707,283,21
6707,290,15
6708,264,2
6708,270,13
6708,271,12
6708,273,18
6708,281,6
6708,282,17
6708,283,4
6708,290,5
6708,293,1
6708,295,6
6709,271,2
6709,274,3
6709,282,3
6709,283,45
6709,289,1
6709,290,4
6709,293,13
6710,281,17
6710,282,2
6710,283,2
6710,284,5
6710,288,3
6710,289,57
6710,293,10
6711,280,24
6711,281,28
6711,288,30
6711,289,6
6711,293,5
6712,279,1
6712,280,20
6712,281,14
6712,283,1
6712,288,21
6712,289,3
6712,293,2
6713,279,5
6713,287,1
6713,288,3
6713,289,23
6713,293,2
6714,289,4
6714,290,3
6715,290,9
6716,290,2
6717,290,15
6717,291,7
6719,289,1
6719,290,10
6719,291,2
