grid_row,grid_col,probability
6640,255,0.0011153099579807603
6640,256,8.056415046362151e-05
6640,257,0.00030211556423858065
6640,258,0.0012336385539742044
6640,262,3.0211556423858065e-05
6640,263,0.0014098726331133763
6640,264,0.004204441602320247
6640,265,0.0011883212193384172
6640,266,0.0012462267024841453
6640,267,0.0003348447503644269
6640,268,7.049363165566881e-05
6640,269,5.0352594039763445e-06
6640,282,3.0211556423858065e-05
6640,283,2.265866731789355e-05
6640,288,1.5105778211929033e-05
6640,289,5.538785344373979e-05
6640,290,7.552889105964516e-06
6640,295,3.524681582783441e-05
6640,304,5.0352594039763445e-06
6640,305,1.7623407913917204e-05
6640,306,1.5105778211929033e-05
6640,307,7.552889105964516e-06
6640,313,2.265866731789355e-05
6641,239,1.2588148509940862e-05
6641,240,7.301126135765699e-05
6641,241,0.0002341395622849
6641,242,0.0006646542413248775
6641,243,0.0013267908529477667
6641,244,0.003451670321425784
6641,245,0.0007326302432785581
6641,246,0.0007678770591063926
6641,247,1.2588148509940862e-05
6641,248,3.0211556423858065e-05
6641,255,0.0027416987454651196
6641,256,0.0009441111382455646
6641,257,0.00020896326526501828
6641,258,0.0008383706907620613
6641,263,0.0005916429799672205
6641,264,0.001711988197351957
6641,265,0.0032578128343726948
6641,266,0.002958214899836102
6641,267,0.00044813808695389466
6641,281,4.279970493379893e-05
6641,282,2.265866731789355e-05
6641,288,3.0211556423858065e-05
6641,289,7.552889105964516e-05
6641,290,7.552889105964516e-06
6641,293,1.2588148509940862e-05
6641,294,1.0070518807952689e-05
6641,304,5.0352594039763445e-06
6641,305,1.5105778211929033e-05
6641,306,1.7623407913917204e-05
6641,307,1.0070518807952689e-05
6641,313,2.5176297019881722e-06
6641,314,2.5176297019881722e-06
6641,320,1.0070518807952689e-05
6641,321,2.5176297019881722e-06
6642,239,1.5105778211929033e-05
6642,240,1.2588148509940862e-05
6642,241,4.0282075231810756e-05
6642,242,8.308178016560969e-05
6642,243,0.0007049363165566882
6642,244,0.001316720334139814
6642,245,0.0005966782393711968
6642,246,0.0006117840175831258
6642,247,6.797600195368065e-05
6642,248,8.056415046362151e-05
6642,256,0.0014123902628153647
6642,257,0.0006545837225169248
6642,258,0.00022910430288092368
6642,263,0.0004431028275499183
6642,264,0.002235655175365497
6642,265,0.001329308482649755
6642,266,0.001362037668775601
6642,267,0.0002442100810928527
6642,281,0.00016616356033121937
6642,287,5.0352594039763445e-06
6642,288,2.7693926721869894e-05
6642,289,1.0070518807952689e-05
6642,290,2.5176297019881722e-06
6642,291,1.0070518807952689e-05
6642,292,2.265866731789355e-05
6642,306,4.279970493379893e-05
6642,307,0.001125380476788713
6642,308,0.00011581096629145593
6642,309,6.29407425497043e-05
6643,239,1.7623407913917204e-05
6643,242,2.0141037615905378e-05
6643,243,0.00021399852466899463
6643,244,0.0002064456355630301
6643,245,0.0006948657977487355
6643,246,0.0006268897957950549
6643,247,0.0004909377918876935
6643,249,1.0070518807952689e-05
6643,250,2.7693926721869894e-05
6643,256,0.000790535726424286
6643,257,0.002459724218842444
6643,258,1.0070518807952689e-05
6643,262,6.545837225169248e-05
6643,263,9.818755837753872e-05
6643,264,0.0022608314723853787
6643,265,0.00195619827844481
6643,266,0.002472312367352385
6643,267,0.0008283001719541086
6643,280,2.265866731789355e-05
6643,281,7.804652076163334e-05
6643,287,1.0070518807952689e-05
6643,288,5.2870223741751614e-05
6643,289,6.29407425497043e-05
6643,290,3.524681582783441e-05
6643,291,7.552889105964516e-06
6643,306,9.06346692715742e-05
6643,307,0.0021727144328157924
6643,308,0.000395267863212143
6643,309,5.538785344373979e-05
6644,242,5.0352594039763445e-06
6644,243,4.53173346357871e-05
6644,244,5.790548314572796e-05
6644,245,0.00026686874841074627
6644,246,0.0005035259403976344
6644,247,0.0013519671499676485
6644,248,0.0003096684533445452
6644,249,0.0003172213424505097
6644,250,3.524681582783441e-05
6644,251,1.2588148509940862e-05
6644,256,0.00023917482168887635
6644,257,0.0004808672730797409
6644,262,0.00015609304152326668
6644,263,0.0005135964592055871
6644,264,0.0033560003927502334
6644,265,0.004363052273545502
6644,266,0.0038947731489757022
6644,267,0.0028121923771207884
6644,268,6.042311284771613e-05
6644,269,3.776444552982258e-05
6644,275,1.2588148509940862e-05
6644,280,1.0070518807952689e-05
6644,281,3.776444552982258e-05
6644,282,2.5176297019881722e-06
6644,287,5.035259403976345e-05
6644,288,0.0001258814850994086
6644,289,8.559940986759786e-05
6644,306,7.552889105964516e-06
6644,307,0.00013343437420537313
6645,243,2.5176297019881722e-06
6645,245,5.0352594039763445e-06
6645,246,0.00020896326526501828
6645,247,0.0010775455124509377
6645,248,0.0006117840175831258
6645,249,0.00023665719198688817
6645,250,0.00016112830092724302
6645,253,3.0211556423858065e-05
6645,254,0.0001359520039073613
6645,262,0.0001535754118212785
6645,263,0.0007225597244706054
6645,264,0.00190081042500107
6645,265,0.0028096747474188003
6645,266,0.000994463732285328
6645,267,0.004695379394207941
6645,268,0.000614301647285114
6645,275,9.818755837753872e-05
6645,281,2.7693926721869894e-05
6645,282,3.272918612584624e-05
6645,287,1.7623407913917204e-05
6645,307,3.524681582783441e-05
6645,309,7.552889105964516e-06
6646,241,2.5176297019881722e-06
6646,243,1.0070518807952689e-05
6646,245,5.0352594039763445e-06
6646,246,0.00032980949096045054
6646,247,0.00122608566486824
6646,248,0.000994463732285328
6646,249,0.00023917482168887635
6646,250,1.7623407913917204e-05
6646,253,7.804652076163334e-05
6646,254,0.000556396164139386
6646,255,0.00018630459794712474
6646,261,7.552889105964516e-06
6646,263,0.0009617345461594818
6646,264,0.0010876160312588905
6646,265,0.0021248794684780173
6646,266,0.0004128912711260602
6646,267,0.0032401894264587777
6646,268,0.0008937585442058011
6646,271,3.0211556423858065e-05
6646,273,2.5176297019881722e-06
6646,274,1.0070518807952689e-05
6646,275,2.265866731789355e-05
6646,281,0.00016616356033121937
6646,282,7.804652076163334e-05
6646,286,2.5176297019881723e-05
6646,297,2.5176297019881722e-06
6646,299,7.552889105964516e-06
6646,300,2.5176297019881722e-06
6646,301,2.5176297019881722e-06
6646,302,1.2588148509940862e-05
6646,306,1.2588148509940862e-05
6646,308,1.0070518807952689e-05
6646,309,1.2588148509940862e-05
6646,310,2.0141037615905378e-05
6647,243,1.5105778211929033e-05
6647,244,4.53173346357871e-05
6647,245,2.265866731789355e-05
6647,246,0.00012084622569543226
6647,247,0.00031973897215249785
6647,248,0.0008660646174839312
6647,249,0.004707967542717882
6647,250,0.00034239763947039144
6647,251,0.0026132996306637226
6647,252,0.0007275949838745818
6647,253,0.00014098726331133763
6647,254,0.0005765372017552914
6647,255,0.0012764382589080033
6647,257,1.0070518807952689e-05
6647,258,0.0004909377918876935
6647,262,0.0003826797147022022
6647,263,0.000687312908642771
6647,264,0.0022457256941734497
6647,265,0.0063645678866261
6647,266,0.0024798652564583497
6647,267,0.0055513734928839195
6647,268,0.0004431028275499183
6647,273,7.552889105964516e-06
6647,274,2.0141037615905378e-05
6647,275,1.5105778211929033e-05
6647,281,0.00028197452662267526
6647,282,7.552889105964516e-06
6647,283,6.29407425497043e-05
6647,285,3.524681582783441e-05
6647,286,3.0211556423858065e-05
6647,297,5.0352594039763445e-06
6647,300,1.5105778211929033e-05
6647,301,0.0001007051880795269
6647,302,3.776444552982258e-05
6647,303,1.5105778211929033e-05
6647,304,2.7693926721869894e-05
6647,305,2.265866731789355e-05
6647,306,3.776444552982258e-05
6647,307,4.53173346357871e-05
6647,308,1.0070518807952689e-05
6647,309,7.552889105964516e-06
6648,244,1.7623407913917204e-05
6648,245,7.552889105964516e-06
6648,246,1.0070518807952689e-05
6648,247,0.0008962761739077893
6648,248,0.007036775017056941
6648,249,0.001608765379570442
6648,250,0.0005135964592055871
6648,251,0.0007502536511924753
6648,252,0.0015433070073187496
6648,253,0.000614301647285114
6648,254,0.0004909377918876935
6648,255,0.0008685822471859194
6648,256,1.5105778211929033e-05
6648,257,3.776444552982258e-05
6648,258,0.002205443618941639
6648,259,0.00023917482168887635
6648,260,0.0009013114333117656
6648,261,0.0011883212193384172
6648,262,0.0030765434958295464
6648,263,0.005259328447453292
6648,264,0.007429525250567096
6648,265,0.0028348510444386817
6648,266,0.0020669739853322894
6648,267,0.0016540827142062292
6648,268,0.0010473339560270797
6648,271,2.0141037615905378e-05
6648,272,0.0003524681582783441
6648,273,0.0010221576590071979
6648,274,0.0020997031714581355
6648,275,0.0001359520039073613
6648,276,2.5176297019881722e-06
6648,280,7.804652076163334e-05
6648,281,9.566992867555054e-05
6648,283,3.272918612584624e-05
6648,284,0.00018630459794712474
6648,285,0.0002341395622849
6648,286,0.0003348447503644269
6648,287,1.0070518807952689e-05
6648,288,7.301126135765699e-05
6648,296,2.5176297019881722e-06
6648,297,5.0352594039763445e-06
6648,298,2.265866731789355e-05
6648,300,0.0002618334890067699
6648,301,0.0011782507005304646
6648,302,0.0003272918612584624
6648,303,0.0001258814850994086
6648,304,4.53173346357871e-05
6648,305,1.0070518807952689e-05
6648,306,3.776444552982258e-05
6648,307,7.552889105964516e-06
6648,308,7.552889105964516e-06
6648,310,2.5176297019881722e-06
6648,315,2.5176297019881722e-06
6648,317,5.0352594039763445e-06
6649,246,0.00031973897215249785
6649,247,0.0006948657977487355
6649,248,0.0020594210962263247
6649,249,0.0008434059501660376
6649,250,0.0019687864269547508
6649,251,0.0008308178016560968
6649,252,0.0010271929184111743
6649,253,0.0012185327757622754
6649,254,0.003129413719571298
6649,255,0.0010876160312588905
6649,256,0.0011807683302324527
6649,257,0.00013343437420537313
6649,258,0.0001082580771854914
6649,259,0.0008283001719541086
6649,260,0.008262860681925182
6649,261,0.011568508480635651
6649,262,0.08035015193895252
6649,263,0.017724113101996734
6649,264,0.006153086991659093
6649,265,0.0030362614205977356
6649,266,0.004025689893479087
6649,267,0.004788531693181504
6649,268,0.003653080697584838
6649,269,0.0001913398573511011
6649,271,7.552889105964516e-06
6649,272,0.0009113819521197183
6649,273,0.003167178165101121
6649,274,0.0030513671988096646
6649,275,0.00023665719198688817
6649,276,0.0001359520039073613
6649,277,1.2588148509940862e-05
6649,279,0.00011077570688747958
6649,280,0.0010876160312588905
6649,281,1.2588148509940862e-05
6649,283,6.29407425497043e-05
6649,284,0.0010397810669211152
6649,285,0.0010750278827489496
6649,286,0.00015861067122525485
6649,287,0.0002593158593047817
6649,288,9.06346692715742e-05
6649,292,2.5176297019881722e-06
6649,295,2.5176297019881722e-06
6649,296,5.0352594039763445e-06
6649,297,2.7693926721869894e-05
6649,298,1.2588148509940862e-05
6649,299,7.552889105964516e-06
6649,300,6.29407425497043e-05
6649,301,5.2870223741751614e-05
6649,302,6.042311284771613e-05
6649,306,1.0070518807952689e-05
6649,307,2.5176297019881722e-06
6649,308,2.5176297019881722e-06
6649,317,2.5176297019881722e-06
6649,318,2.5176297019881722e-06
6649,321,1.0070518807952689e-05
6650,244,2.5176297019881722e-06
6650,245,7.552889105964516e-06
6650,246,0.0003927502335101549
6650,247,0.00027693926721869896
6650,248,0.001490436783576998
6650,249,0.0002719040078147226
6650,250,5.2870223741751614e-05
6650,251,0.00073011261357657
6650,252,0.0011782507005304646
6650,253,0.003172213424505097
6650,254,0.0006344426849010194
6650,255,0.0006243721660930667
6650,256,0.0036782569946047197
6650,257,0.0018655636091732355
6650,258,0.002235655175365497
6650,259,0.004997494958446522
6650,260,0.008459235798680258
6650,261,0.01254786643470905
6650,262,0.010392775409807174
6650,263,0.01238170287437783
6650,264,0.003688327513412672
6650,265,0.0011631449223185356
6650,266,0.0010045342510932808
6650,267,0.0008836880253978484
6650,268,0.002192855470431698
6650,269,0.005171211407883705
6650,270,0.0007074539462586764
6650,271,0.0003247742315564742
6650,272,0.0006495484631129484
6650,273,0.004023172263777099
6650,274,0.00380162085000214
6650,275,0.00034995052857635594
6650,276,0.004856507695135184
6650,277,0.000863546987781943
6650,278,0.0015760361934445957
6650,279,0.00037009156619226133
6650,280,0.0010725102530469612
6650,283,0.00011832859599344409
6650,284,0.00025679822960279357
6650,285,0.00023917482168887635
6650,286,9.315229897356237e-05
6650,287,0.00013846963360934948
6650,288,4.53173346357871e-05
6650,293,2.5176297019881722e-06
6650,295,1.0070518807952689e-05
6650,296,2.5176297019881722e-06
6650,297,4.0282075231810756e-05
6650,298,5.035259403976345e-05
6650,299,2.265866731789355e-05
6650,300,3.524681582783441e-05
6650,301,4.0282075231810756e-05
6650,304,7.301126135765699e-05
6650,305,1.0070518807952689e-05
6650,306,2.5176297019881722e-06
6650,309,2.5176297019881722e-06
6651,245,0.0002265866731789355
6651,246,0.0002870097860266516
6651,247,0.0021425028763919344
6651,248,0.0013091674450338496
6651,250,1.0070518807952689e-05
6651,251,0.0010120871401992453
6651,252,0.0005010083106956462
6651,253,0.0008358530610600731
6651,254,0.0017749289399016613
6651,255,0.0010599221045370206
6651,256,0.0025679822960279356
6651,257,0.0035271992124854294
6651,258,0.004191853453810307
6651,259,0.0032225660185448606
6651,260,0.009896802358515505
6651,261,0.006754800490434266
6651,262,0.012593183769344837
6651,263,0.009876661320899599
6651,264,0.008479376836296165
6651,265,0.004106254043942709
6651,266,0.0021853025813257333
6651,267,0.0006671718710268656
6651,268,0.0003625386770862968
6651,269,0.0019108809438090227
6651,270,0.0021399852466899463
6651,271,0.0024773476267563616
6651,272,0.0032653657234786595
6651,273,0.0008761351362918839
6651,274,0.001213497516358299
6651,275,0.0015030249320869388
6651,276,0.001581071452848572
6651,277,0.0016112830092724303
6651,278,0.0010196400293052098
6651,279,0.0008106767640401914
6651,280,6.545837225169248e-05
6651,282,0.00026435111870875806
6651,283,5.790548314572796e-05
6651,284,6.042311284771613e-05
6651,285,0.00010574044748350323
6651,287,3.0211556423858065e-05
6651,288,4.783496433777527e-05
6651,293,1.0070518807952689e-05
6651,294,3.0211556423858065e-05
6651,295,3.272918612584624e-05
6651,296,1.5105778211929033e-05
6651,297,2.7693926721869894e-05
6651,298,4.783496433777527e-05
6651,299,1.2588148509940862e-05
6651,300,7.552889105964516e-06
6651,301,2.265866731789355e-05
6651,302,5.0352594039763445e-06
6651,304,1.0070518807952689e-05
6651,306,5.0352594039763445e-06
6651,309,2.5176297019881722e-06
6651,310,5.0352594039763445e-06
6652,244,1.5105778211929033e-05
6652,245,0.0001812693385431484
6652,246,0.000994463732285328
6652,247,0.0021148089496700645
6652,248,0.00023162193258291185
6652,249,9.818755837753872e-05
6652,250,3.272918612584624e-05
6652,251,2.265866731789355e-05
6652,252,0.00016616356033121937
6652,253,0.0010498515857290678
6652,254,0.0018202462745374485
6652,255,0.0006923481680467474
6652,256,0.0016364593062923119
6652,257,0.0013343437420537312
6652,258,0.0016289064171863474
6652,259,0.0021122913199680764
6652,260,0.0024949710346702787
6652,261,0.002701416670233309
6652,262,0.0025704999257299237
6652,263,0.012849981998947631
6652,264,0.007316231913977628
6652,265,0.0034718113590416896
6652,266,0.004446134053711112
6652,267,0.0035574107689092874
6652,268,0.0026258877791736634
6652,269,0.001316720334139814
6652,270,0.004818743249605362
6652,271,0.0035171286936774766
6652,272,0.002673722743511439
6652,273,0.001447637078643199
6652,274,8.056415046362151e-05
6652,275,0.0005488432750334215
6652,276,0.0015156130805968797
6652,277,0.004569497909108533
6652,278,0.007036775017056941
6652,279,0.002646028816789569
6652,280,0.0010498515857290678
6652,282,4.783496433777527e-05
6652,283,2.7693926721869894e-05
6652,285,1.2588148509940862e-05
6652,286,2.0141037615905378e-05
6652,287,1.0070518807952689e-05
6652,288,7.552889105964516e-06
6652,294,7.552889105964516e-06
6652,297,4.783496433777527e-05
6652,298,2.5176297019881722e-06
6652,300,2.5176297019881722e-06
6652,301,7.552889105964516e-06
6652,303,7.552889105964516e-06
6652,304,2.265866731789355e-05
6652,318,3.272918612584624e-05
6653,243,2.7693926721869894e-05
6653,244,3.272918612584624e-05
6653,245,4.53173346357871e-05
6653,246,1.5105778211929033e-05
6653,247,1.5105778211929033e-05
6653,248,0.0012990969262258968
6653,249,0.0006847952789407829
6653,250,7.552889105964516e-06
6653,252,4.0282075231810756e-05
6653,253,0.0002870097860266516
6653,254,0.0024924534049682906
6653,255,0.00119839173814637
6653,256,0.0024647594782464207
6653,257,0.0042774528636779045
6653,258,0.0010926512906628666
6653,259,0.0016691884924181582
6653,260,0.0017296116052658744
6653,261,0.0019058456844050463
6653,262,0.0031344489789752743
6653,263,0.00268631089202138
6653,264,0.0037361624777504476
6653,265,0.0017724113101996732
6653,266,0.0014023197440074118
6653,267,0.0003272918612584624
6653,268,0.002223067026855556
6653,269,0.0052417050395393745
6653,270,0.0014702957459610925
6653,271,0.002693863781127344
6653,272,0.0030916492740414754
6653,273,0.0007880180967222978
6653,275,0.00024169245139086452
6653,276,0.0009869108431793635
6653,277,0.0017875170884116022
6653,278,0.0014073550034113883
6653,279,0.006034758395665649
6653,280,0.0017220587161599099
6653,282,1.2588148509940862e-05
6653,283,7.552889105964516e-06
6653,284,2.5176297019881722e-06
6653,286,2.0141037615905378e-05
6653,287,1.0070518807952689e-05
6653,288,7.552889105964516e-05
6653,289,7.552889105964516e-06
6653,290,0.00010574044748350323
6653,294,2.265866731789355e-05
6653,295,5.0352594039763445e-06
6653,296,3.524681582783441e-05
6653,297,4.0282075231810756e-05
6653,302,1.2588148509940862e-05
6653,303,1.0070518807952689e-05
6653,304,2.0141037615905378e-05
6653,314,5.0352594039763445e-06
6654,242,2.265866731789355e-05
6654,243,3.524681582783441e-05
6654,244,5.0352594039763445e-06
6654,247,0.0001636459306292312
6654,248,0.00022406904347694733
6654,249,0.0001988927464570656
6654,251,7.552889105964516e-06
6654,253,0.0001812693385431484
6654,254,0.00043051467903997746
6654,255,0.0001636459306292312
6654,256,0.0010624397342390087
6654,257,0.0020795621338422303
6654,258,0.0014098726331133763
6654,259,0.0010649573639409968
6654,260,0.0007427007620865108
6654,261,0.0010624397342390087
6654,262,0.002207961248643627
6654,263,0.0012688853698020388
6654,264,0.0014652604865571161
6654,265,0.0019687864269547508
6654,268,4.279970493379893e-05
6654,269,0.0062965918846724185
6654,270,0.006976351904209225
6654,271,0.0013771434469875303
6654,272,0.008700928250071124
6654,273,0.00014098726331133763
6654,275,7.301126135765699e-05
6654,276,0.0021550910249018753
6654,277,0.0006772423898348183
6654,278,0.0002517629701988172
6654,279,0.0011958741084443817
6654,280,0.00037009156619226133
6654,282,5.0352594039763445e-06
6654,288,1.5105778211929033e-05
6654,289,2.265866731789355e-05
6654,290,0.00046576149486781185
6654,291,5.538785344373979e-05
6654,292,1.5105778211929033e-05
6654,293,1.0070518807952689e-05
6654,294,3.272918612584624e-05
6654,296,0.00019637511675507744
6654,297,0.0001007051880795269
6654,298,2.5176297019881722e-06
6654,305,2.5176297019881722e-06
6654,306,2.5176297019881722e-06
6654,316,1.0070518807952689e-05
6654,317,3.776444552982258e-05
6654,320,7.552889105964516e-06
6655,240,2.5176297019881722e-06
6655,241,3.272918612584624e-05
6655,246,5.035259403976345e-05
6655,247,0.0007099715759606646
6655,248,0.00012084622569543226
6655,249,2.265866731789355e-05
6655,251,2.5176297019881722e-06
6655,253,1.7623407913917204e-05
6655,254,2.0141037615905378e-05
6655,255,0.00015105778211929033
6655,256,0.0010246752887091862
6655,257,0.001216015146060287
6655,258,0.00046576149486781185
6655,259,0.00010322281778151505
6655,260,2.0141037615905378e-05
6655,261,0.0009239701006296592
6655,262,0.0006520660928149366
6655,263,0.0004229617899340129
6655,264,0.0007779475779143453
6655,265,0.0003726091958942495
6655,266,2.7693926721869894e-05
6655,269,0.00035750341768232043
6655,270,0.0003272918612584624
6655,271,0.001550859896424714
6655,272,0.003685809883710684
6655,273,0.0003726091958942495
6655,274,8.559940986759786e-05
6655,275,7.552889105964516e-05
6655,276,0.0006973834274507237
6655,277,0.0001535754118212785
6655,278,0.00026686874841074627
6655,279,0.0003977854929141312
6655,280,2.0141037615905378e-05
6655,283,1.7623407913917204e-05
6655,285,2.5176297019881722e-06
6655,287,2.5176297019881722e-06
6655,289,0.00025679822960279357
6655,290,0.0025428059990080538
6655,291,0.00021148089496700646
6655,292,2.7693926721869894e-05
6655,293,3.524681582783441e-05
6655,294,2.0141037615905378e-05
6655,295,2.5176297019881722e-06
6655,296,2.5176297019881723e-05
6655,297,2.0141037615905378e-05
6655,298,5.0352594039763445e-06
6655,305,1.2588148509940862e-05
6655,306,2.5176297019881723e-05
6656,240,3.0211556423858065e-05
6656,241,7.552889105964516e-06
6656,246,2.7693926721869894e-05
6656,247,9.566992867555054e-05
6656,248,5.0352594039763445e-06
6656,251,5.0352594039763445e-06
6656,254,2.5176297019881723e-05
6656,255,2.5176297019881723e-05
6656,256,0.0003373623800664151
6656,257,0.0007225597244706054
6656,258,0.0003625386770862968
6656,263,1.7623407913917204e-05
6656,264,7.552889105964516e-06
6656,266,6.797600195368065e-05
6656,272,0.0003172213424505097
6656,273,0.0005362551265234806
6656,274,5.035259403976345e-05
6656,275,0.0001435048930133258
6656,276,5.2870223741751614e-05
6656,277,0.00028449215632466346
6656,278,0.0011002041797688311
6656,279,0.0003449152691723796
6656,280,7.552889105964516e-06
6656,282,0.0002014103761590538
6656,283,3.524681582783441e-05
6656,284,3.524681582783441e-05
6656,288,7.552889105964516e-06
6656,289,3.272918612584624e-05
6656,290,6.797600195368065e-05
6656,291,9.06346692715742e-05
6656,292,2.5176297019881722e-06
6656,293,3.776444552982258e-05
6656,294,3.0211556423858065e-05
6656,296,2.5176297019881722e-06
6656,297,0.00014602252271531398
6656,298,1.0070518807952689e-05
6656,299,2.5176297019881722e-06
6656,306,1.2588148509940862e-05
6657,246,1.2588148509940862e-05
6657,247,6.042311284771613e-05
6657,249,7.552889105964516e-06
6657,255,2.5176297019881723e-05
6657,256,1.7623407913917204e-05
6657,257,0.00012839911480139678
6657,258,0.00031218608304653335
6657,262,1.0070518807952689e-05
6657,263,7.552889105964516e-06
6657,271,0.000906346692715742
6657,272,0.0006344426849010194
6657,273,0.0001812693385431484
6657,274,7.552889105964516e-06
6657,275,1.5105778211929033e-05
6657,276,4.0282075231810756e-05
6657,277,0.00017119881973519572
6657,278,0.0004783496433777527
6657,279,0.000629407425497043
6657,280,7.301126135765699e-05
6657,281,0.00016616356033121937
6657,282,0.0003147037127485215
6657,283,5.0352594039763445e-06
6657,288,2.5176297019881722e-06
6657,289,1.5105778211929033e-05
6657,290,2.7693926721869894e-05
6657,291,3.776444552982258e-05
6657,293,0.00016868119003320755
6657,294,0.00018378696824513657
6657,295,1.7623407913917204e-05
6657,296,1.7623407913917204e-05
6657,297,2.265866731789355e-05
6657,298,2.7693926721869894e-05
6657,299,1.2588148509940862e-05
6657,318,5.0352594039763445e-06
6658,247,7.552889105964516e-05
6658,255,1.7623407913917204e-05
6658,256,0.0002265866731789355
6658,262,2.265866731789355e-05
6658,263,2.265866731789355e-05
6658,264,2.265866731789355e-05
6658,265,2.5176297019881722e-06
6658,269,2.0141037615905378e-05
6658,271,0.0001913398573511011
6658,272,0.001155592033212571
6658,273,0.00017875170884116022
6658,274,2.0141037615905378e-05
6658,276,3.0211556423858065e-05
6658,277,7.301126135765699e-05
6658,278,0.003627904400564956
6658,279,0.0007955709858282624
6658,280,2.265866731789355e-05
6658,281,6.29407425497043e-05
6658,282,2.5176297019881723e-05
6658,283,2.5176297019881722e-06
6658,284,5.790548314572796e-05
6658,285,0.0001913398573511011
6658,287,3.776444552982258e-05
6658,288,2.5176297019881723e-05
6658,290,5.538785344373979e-05
6658,291,1.0070518807952689e-05
6658,292,1.5105778211929033e-05
6658,293,2.5176297019881722e-06
6658,294,2.7693926721869894e-05
6658,295,7.552889105964516e-06
6658,298,2.5176297019881722e-06
6658,299,3.0211556423858065e-05
6658,319,2.5176297019881722e-06
6658,320,2.5176297019881722e-06
6658,321,3.272918612584624e-05
6659,256,1.7623407913917204e-05
6659,258,1.7623407913917204e-05
6659,259,3.272918612584624e-05
6659,263,1.7623407913917204e-05
6659,264,5.0352594039763445e-06
6659,265,5.0352594039763445e-06
6659,266,1.0070518807952689e-05
6659,270,2.5176297019881722e-06
6659,272,0.00040785601172208387
6659,273,0.00014098726331133763
6659,274,9.06346692715742e-05
6659,275,3.0211556423858065e-05
6659,276,4.53173346357871e-05
6659,277,5.538785344373979e-05
6659,278,0.0010347458075171388
6659,279,0.001210979886656311
6659,280,0.00020896326526501828
6659,281,2.5176297019881722e-06
6659,282,2.0141037615905378e-05
6659,283,7.552889105964516e-06
6659,284,1.7623407913917204e-05
6659,285,5.538785344373979e-05
6659,286,8.056415046362151e-05
6659,287,2.5176297019881722e-06
6659,288,2.265866731789355e-05
6659,289,0.0004254794196360011
6659,290,9.06346692715742e-05
6659,292,2.5176297019881722e-06
6659,293,3.0211556423858065e-05
6659,294,7.552889105964516e-06
6659,295,2.0141037615905378e-05
6659,297,4.0282075231810756e-05
6659,298,7.552889105964516e-06
6659,299,2.5176297019881723e-05
6659,300,1.0070518807952689e-05
6660,244,1.0070518807952689e-05
6660,255,2.0141037615905378e-05
6660,256,5.0352594039763445e-06
6660,257,1.0070518807952689e-05
6660,261,2.7693926721869894e-05
6660,264,4.783496433777527e-05
6660,265,2.7693926721869894e-05
6660,266,7.552889105964516e-06
6660,271,9.566992867555054e-05
6660,272,6.545837225169248e-05
6660,273,1.2588148509940862e-05
6660,275,5.035259403976345e-05
6660,276,1.0070518807952689e-05
6660,278,5.790548314572796e-05
6660,279,0.0001812693385431484
6660,280,0.0004330323087419656
6660,281,0.0001812693385431484
6660,282,0.0011329333658946774
6660,283,0.00020392800586104193
6660,284,1.7623407913917204e-05
6660,286,4.783496433777527e-05
6660,287,0.0002870097860266516
6660,288,2.5176297019881722e-06
6660,289,2.5176297019881723e-05
6660,290,2.5176297019881723e-05
6660,291,1.0070518807952689e-05
6660,294,2.0141037615905378e-05
6660,295,0.0001359520039073613
6660,296,0.0002693863781127344
6660,297,0.0005639490532453505
6660,299,1.5105778211929033e-05
6660,317,2.5176297019881722e-06
6661,252,1.2588148509940862e-05
6661,253,4.0282075231810756e-05
6661,254,2.265866731789355e-05
6661,255,0.00011077570688747958
6661,256,2.0141037615905378e-05
6661,258,2.265866731789355e-05
6661,264,1.2588148509940862e-05
6661,265,1.0070518807952689e-05
6661,266,2.7693926721869894e-05
6661,268,1.2588148509940862e-05
6661,270,2.7693926721869894e-05
6661,271,0.00013846963360934948
6661,272,7.552889105964516e-06
6661,273,2.5176297019881722e-06
6661,278,5.0352594039763445e-06
6661,279,4.0282075231810756e-05
6661,280,9.06346692715742e-05
6661,281,0.0003524681582783441
6661,282,0.00013846963360934948
6661,283,0.00018630459794712474
6661,284,0.0002442100810928527
6661,285,5.0352594039763445e-06
6661,286,2.5176297019881722e-06
6661,287,0.00019637511675507744
6661,288,2.5176297019881722e-06
6661,289,2.5176297019881722e-06
6661,290,5.0352594039763445e-06
6661,291,5.0352594039763445e-06
6661,292,2.5176297019881722e-06
6661,294,7.552889105964516e-06
6661,295,3.0211556423858065e-05
6661,296,7.552889105964516e-06
6661,297,0.00013846963360934948
6661,298,2.265866731789355e-05
6661,299,1.0070518807952689e-05
6662,253,1.0070518807952689e-05
6662,255,5.2870223741751614e-05
6662,256,1.5105778211929033e-05
6662,257,1.2588148509940862e-05
6662,258,1.5105778211929033e-05
6662,264,7.552889105964516e-06
6662,266,8.559940986759786e-05
6662,270,6.042311284771613e-05
6662,271,2.265866731789355e-05
6662,272,3.0211556423858065e-05
6662,279,2.5176297019881723e-05
6662,280,2.0141037615905378e-05
6662,282,2.0141037615905378e-05
6662,283,0.00025679822960279357
6662,284,9.818755837753872e-05
6662,285,5.0352594039763445e-06
6662,287,5.0352594039763445e-06
6662,289,5.0352594039763445e-06
6662,292,5.0352594039763445e-06
6662,293,1.2588148509940862e-05
