grid_row,grid_col,probability
6625,281,2.5176297019881723e-05
6625,282,1.7623407913917204e-05
6625,283,1.2588148509940862e-05
6625,285,1.7623407913917204e-05
6625,286,1.2588148509940862e-05
6625,297,3.0211556423858065e-05
6625,298,1.5105778211929033e-05
6625,299,1.0070518807952689e-05
6625,300,0.0005186317186095634
6625,301,0.0001535754118212785
6625,302,1.5105778211929033e-05
6625,303,5.0352594039763445e-06
6625,306,2.5176297019881722e-06
6625,309,2.5176297019881722e-06
6625,310,2.5176297019881722e-06
6626,252,3.524681582783441e-05
6626,253,7.049363165566881e-05
6626,254,4.783496433777527e-05
6626,255,0.00010574044748350323
6626,256,7.552889105964516e-06
6626,257,5.0352594039763445e-06
6626,258,1.0070518807952689e-05
6626,260,9.566992867555054e-05
6626,261,5.790548314572796e-05
6626,262,3.776444552982258e-05
6626,263,1.5105778211929033e-05
6626,264,0.0001535754118212785
6626,265,0.000981875583775387
6626,266,0.001110274698576784
6626,267,5.790548314572796e-05
6626,268,1.7623407913917204e-05
6626,269,2.5176297019881722e-06
6626,270,1.5105778211929033e-05
6626,277,7.552889105964516e-06
6626,278,5.538785344373979e-05
6626,279,1.2588148509940862e-05
6626,280,2.7693926721869894e-05
6626,281,1.5105778211929033e-05
6626,282,5.0352594039763445e-06
6626,284,2.5176297019881722e-06
6626,285,3.0211556423858065e-05
6626,286,2.5176297019881722e-06
6626,287,5.0352594039763445e-06
6626,297,1.2588148509940862e-05
6626,298,3.524681582783441e-05
6626,299,1.2588148509940862e-05
6626,300,2.5176297019881722e-06
6626,301,2.265866731789355e-05
6626,302,2.5176297019881722e-06
6626,310,7.552889105964516e-06
6626,311,1.0070518807952689e-05
6627,252,1.5105778211929033e-05
6627,253,2.5176297019881723e-05
6627,254,1.2588148509940862e-05
6627,255,2.0141037615905378e-05
6627,256,3.524681582783441e-05
6627,259,0.0001082580771854914
6627,261,5.0352594039763445e-06
6627,262,9.566992867555054e-05
6627,263,0.0007477360214904872
6627,264,0.0012764382589080033
6627,265,0.003685809883710684
6627,266,0.00146022522715314
6627,267,0.00032225660185448605
6627,268,5.0352594039763445e-06
6627,270,1.2588148509940862e-05
6627,275,5.0352594039763445e-06
6627,276,2.5176297019881722e-06
6627,277,0.000687312908642771
6627,278,0.0002265866731789355
6627,279,7.049363165566881e-05
6627,280,4.0282075231810756e-05
6627,281,0.0001359520039073613
6627,283,1.0070518807952689e-05
6627,284,2.0141037615905378e-05
6627,286,5.0352594039763445e-06
6627,297,5.0352594039763445e-06
6627,298,2.5176297019881722e-06
6627,299,7.552889105964516e-06
6627,301,2.7693926721869894e-05
6627,302,2.5176297019881722e-06
6627,310,2.5176297019881722e-06
6627,311,2.5176297019881723e-05
6628,252,5.035259403976345e-05
6628,253,3.0211556423858065e-05
6628,254,1.0070518807952689e-05
6628,256,7.552889105964516e-05
6628,257,7.552889105964516e-06
6628,258,4.0282075231810756e-05
6628,259,4.0282075231810756e-05
6628,260,0.0001913398573511011
6628,261,0.0002517629701988172
6628,262,9.06346692715742e-05
6628,263,8.056415046362151e-05
6628,264,0.0007427007620865108
6628,265,0.0003927502335101549
6628,266,0.0071399978348384565
6628,267,0.0004884201621857054
6628,268,2.0141037615905378e-05
6628,269,3.524681582783441e-05
6628,270,1.5105778211929033e-05
6628,272,2.5176297019881722e-06
6628,273,5.0352594039763445e-06
6628,274,2.265866731789355e-05
6628,275,6.042311284771613e-05
6628,276,0.0004028207523181076
6628,277,0.00029456267513261616
6628,278,7.301126135765699e-05
6628,279,2.265866731789355e-05
6628,281,2.5176297019881722e-06
6628,282,3.524681582783441e-05
6628,283,1.2588148509940862e-05
6628,284,1.0070518807952689e-05
6628,285,1.5105778211929033e-05
6628,286,1.7623407913917204e-05
6628,296,5.0352594039763445e-06
6628,299,5.0352594039763445e-06
6628,300,1.0070518807952689e-05
6628,301,1.7623407913917204e-05
6628,302,5.0352594039763445e-06
6628,311,5.0352594039763445e-06
6629,252,0.0002341395622849
6629,253,3.272918612584624e-05
6629,254,2.0141037615905378e-05
6629,256,5.0352594039763445e-06
6629,257,6.797600195368065e-05
6629,258,2.0141037615905378e-05
6629,259,8.811703956958602e-05
6629,260,0.00017371644943718387
6629,261,0.0005337374968214925
6629,262,0.0002593158593047817
6629,265,2.0141037615905378e-05
6629,266,4.279970493379893e-05
6629,267,1.0070518807952689e-05
6629,269,7.552889105964516e-06
6629,270,7.552889105964516e-06
6629,271,2.7693926721869894e-05
6629,272,3.0211556423858065e-05
6629,273,5.0352594039763445e-06
6629,274,4.279970493379893e-05
6629,275,0.0001812693385431484
6629,276,0.00015861067122525485
6629,277,2.5176297019881722e-06
6629,278,7.552889105964516e-06
6629,283,1.7623407913917204e-05
6629,284,1.2588148509940862e-05
6629,285,5.0352594039763445e-06
6629,286,5.0352594039763445e-06
6629,295,2.5176297019881722e-06
6629,299,5.0352594039763445e-06
6629,300,4.279970493379893e-05
6629,301,1.0070518807952689e-05
6629,302,5.0352594039763445e-06
6630,251,3.524681582783441e-05
6630,252,0.001241191443080169
6630,253,0.0002165161543709828
6630,254,3.524681582783441e-05
6630,255,5.0352594039763445e-06
6630,256,4.279970493379893e-05
6630,257,7.552889105964516e-06
6630,258,3.272918612584624e-05
6630,259,4.0282075231810756e-05
6630,260,0.00010574044748350323
6630,261,0.0001082580771854914
6630,262,0.0006621366116228893
6630,263,5.2870223741751614e-05
6630,264,1.0070518807952689e-05
6630,265,0.00021148089496700646
6630,266,0.0004959730512916699
6630,267,2.5176297019881722e-06
6630,269,5.0352594039763445e-06
6630,271,1.2588148509940862e-05
6630,273,5.0352594039763445e-06
6630,274,1.0070518807952689e-05
6630,275,0.00012084622569543226
6630,276,1.5105778211929033e-05
6630,282,1.0070518807952689e-05
6630,283,9.566992867555054e-05
6630,284,3.524681582783441e-05
6630,285,1.5105778211929033e-05
6630,286,1.0070518807952689e-05
6630,287,2.5176297019881722e-06
6630,289,5.0352594039763445e-06
6630,290,2.5176297019881723e-05
6630,291,3.776444552982258e-05
6630,292,2.5176297019881722e-06
6630,293,5.0352594039763445e-06
6630,298,5.0352594039763445e-06
6630,299,2.5176297019881722e-06
6630,300,2.7693926721869894e-05
6630,301,1.0070518807952689e-05
6630,302,1.0070518807952689e-05
6630,303,7.552889105964516e-06
6630,311,2.5176297019881722e-06
6631,252,0.00022910430288092368
6631,253,0.0002970803048346043
6631,254,0.00018630459794712474
6631,255,7.552889105964516e-05
6631,256,4.53173346357871e-05
6631,257,1.0070518807952689e-05
6631,258,0.00010322281778151505
6631,259,7.049363165566881e-05
6631,260,5.2870223741751614e-05
6631,262,0.00033232712066243875
6631,263,5.790548314572796e-05
6631,264,7.552889105964516e-05
6631,265,0.0008182296531461559
6631,266,0.002016621391292526
6631,267,0.00017371644943718387
6631,269,7.552889105964516e-06
6631,270,7.049363165566881e-05
6631,271,2.5176297019881723e-05
6631,272,1.0070518807952689e-05
6631,273,5.0352594039763445e-06
6631,275,7.552889105964516e-05
6631,282,2.5176297019881723e-05
6631,283,0.0010271929184111743
6631,284,9.566992867555054e-05
6631,289,7.552889105964516e-06
6631,290,7.552889105964516e-06
6631,291,2.265866731789355e-05
6631,295,5.0352594039763445e-06
6631,298,1.0070518807952689e-05
6631,299,2.5176297019881722e-06
6631,300,2.5176297019881722e-06
6631,301,0.00011581096629145593
6631,302,1.0070518807952689e-05
6631,303,7.552889105964516e-06
6631,304,5.0352594039763445e-06
6631,311,5.0352594039763445e-06
6631,319,5.0352594039763445e-06
6631,321,5.0352594039763445e-06
6632,251,5.0352594039763445e-06
6632,252,0.00011077570688747958
6632,253,3.524681582783441e-05
6632,254,2.5176297019881722e-06
6632,255,1.7623407913917204e-05
6632,256,5.035259403976345e-05
6632,257,3.0211556423858065e-05
6632,258,2.5176297019881723e-05
6632,259,1.7623407913917204e-05
6632,260,1.0070518807952689e-05
6632,262,2.0141037615905378e-05
6632,263,1.5105778211929033e-05
6632,264,0.0005765372017552914
6632,265,0.0003927502335101549
6632,266,0.0007703946888083807
6632,267,0.0005362551265234806
6632,268,1.7623407913917204e-05
6632,270,4.53173346357871e-05
6632,271,2.0141037615905378e-05
6632,272,7.552889105964516e-06
6632,274,8.056415046362151e-05
6632,281,2.5176297019881722e-06
6632,282,6.042311284771613e-05
6632,283,1.7623407913917204e-05
6632,284,2.7693926721869894e-05
6632,285,1.5105778211929033e-05
6632,289,5.0352594039763445e-06
6632,290,1.0070518807952689e-05
6632,291,1.7623407913917204e-05
6632,294,7.552889105964516e-06
6632,298,4.279970493379893e-05
6632,300,2.0141037615905378e-05
6632,301,1.5105778211929033e-05
6632,302,5.0352594039763445e-06
6632,303,2.5176297019881723e-05
6632,304,2.265866731789355e-05
6632,314,7.552889105964516e-06
6633,252,4.279970493379893e-05
6633,254,5.0352594039763445e-06
6633,256,3.776444552982258e-05
6633,257,7.552889105964516e-06
6633,258,7.804652076163334e-05
6633,259,5.035259403976345e-05
6633,260,5.0352594039763445e-06
6633,263,3.272918612584624e-05
6633,264,0.0017371644943718388
6633,265,0.00034239763947039144
6633,270,0.00011832859599344409
6633,271,5.2870223741751614e-05
6633,272,2.0141037615905378e-05
6633,274,2.265866731789355e-05
6633,275,2.5176297019881722e-06
6633,283,5.0352594039763445e-06
6633,284,5.0352594039763445e-06
6633,285,2.7693926721869894e-05
6633,289,2.5176297019881722e-06
6633,290,4.53173346357871e-05
6633,291,5.0352594039763445e-06
6633,298,5.0352594039763445e-06
6633,301,0.00035750341768232043
6633,302,0.00018882222764911291
6633,303,5.0352594039763445e-06
6633,304,5.0352594039763445e-06
6633,305,2.265866731789355e-05
6633,306,7.552889105964516e-06
6633,314,7.552889105964516e-06
6633,315,1.0070518807952689e-05
6633,316,5.0352594039763445e-06
6634,252,0.0001258814850994086
6634,253,0.0001007051880795269
6634,255,1.5105778211929033e-05
6634,257,4.0282075231810756e-05
6634,258,0.0002341395622849
6634,259,6.797600195368065e-05
6634,260,5.2870223741751614e-05
6634,261,2.0141037615905378e-05
6634,262,3.0211556423858065e-05
6634,263,0.0001007051880795269
6634,264,0.0005815724611592678
6634,265,1.0070518807952689e-05
6634,267,1.2588148509940862e-05
6634,268,2.7693926721869894e-05
6634,269,3.524681582783441e-05
6634,270,9.06346692715742e-05
6634,271,2.7693926721869894e-05
6634,272,3.524681582783441e-05
6634,273,0.00012084622569543226
6634,285,1.5105778211929033e-05
6634,286,7.552889105964516e-06
6634,289,5.0352594039763445e-06
6634,290,4.0282075231810756e-05
6634,298,2.5176297019881723e-05
6634,300,0.00014602252271531398
6634,301,0.00017875170884116022
6634,302,9.818755837753872e-05
6634,303,1.0070518807952689e-05
6634,304,1.5105778211929033e-05
6634,315,2.5176297019881722e-06
6634,316,5.035259403976345e-05
6635,242,3.272918612584624e-05
6635,243,0.0001913398573511011
6635,244,0.0002165161543709828
6635,245,8.811703956958602e-05
6635,246,9.566992867555054e-05
6635,253,0.0002014103761590538
6635,254,2.5176297019881722e-06
6635,255,3.776444552982258e-05
6635,256,7.552889105964516e-06
6635,257,2.7693926721869894e-05
6635,258,0.00019637511675507744
6635,259,1.0070518807952689e-05
6635,260,3.776444552982258e-05
6635,261,1.5105778211929033e-05
6635,262,6.042311284771613e-05
6635,264,0.00032980949096045054
6635,265,0.0003851973444041903
6635,268,0.00028449215632466346
6635,269,0.0001988927464570656
6635,272,4.0282075231810756e-05
6635,275,5.0352594039763445e-06
6635,285,5.538785344373979e-05
6635,286,7.552889105964516e-06
6635,289,1.0070518807952689e-05
6635,290,4.279970493379893e-05
6635,295,2.5176297019881722e-06
6635,296,2.7693926721869894e-05
6635,297,0.00012336385539742044
6635,298,0.00012839911480139678
6635,299,2.5176297019881723e-05
6635,300,2.265866731789355e-05
6635,302,5.790548314572796e-05
6635,303,1.0070518807952689e-05
6635,304,5.0352594039763445e-06
6635,305,2.5176297019881722e-06
6635,312,5.0352594039763445e-06
6635,315,2.5176297019881722e-06
6635,316,4.53173346357871e-05
6636,243,0.0008283001719541086
6636,244,0.0005689843126493269
6636,245,8.056415046362151e-05
6636,246,0.0004808672730797409
6636,247,2.5176297019881723e-05
6636,253,0.00031973897215249785
6636,254,0.00027693926721869896
6636,255,4.0282075231810756e-05
6636,256,5.0352594039763445e-06
6636,258,0.0001258814850994086
6636,260,2.5176297019881722e-06
6636,262,7.552889105964516e-05
6636,263,1.5105778211929033e-05
6636,264,0.0009340406194376119
6636,265,0.0011178275876827484
6636,266,4.0282075231810756e-05
6636,268,5.0352594039763445e-06
6636,269,2.0141037615905378e-05
6636,271,3.272918612584624e-05
6636,285,1.2588148509940862e-05
6636,286,1.7623407913917204e-05
6636,295,5.0352594039763445e-06
6636,296,7.552889105964516e-06
6636,297,5.0352594039763445e-06
6636,298,2.5176297019881722e-06
6636,301,1.2588148509940862e-05
6636,302,0.0001535754118212785
6636,303,0.0001007051880795269
6636,316,8.559940986759786e-05
6637,241,2.5176297019881722e-06
6637,242,2.5176297019881722e-06
6637,243,0.0001535754118212785
6637,244,0.00022406904347694733
6637,245,7.804652076163334e-05
6637,246,0.00015105778211929033
6637,247,0.0002895274157286398
6637,253,6.797600195368065e-05
6637,254,0.0004909377918876935
6637,256,2.5176297019881723e-05
6637,257,0.00015609304152326668
6637,258,0.00040785601172208387
6637,259,5.0352594039763445e-06
6637,261,2.5176297019881722e-06
6637,263,0.0007099715759606646
6637,264,0.0026963814108293322
6637,265,0.0009038290630137538
6637,268,3.524681582783441e-05
6637,269,6.545837225169248e-05
6637,270,3.0211556423858065e-05
6637,275,1.7623407913917204e-05
6637,284,1.0070518807952689e-05
6637,285,7.049363165566881e-05
6637,291,5.0352594039763445e-06
6637,295,2.5176297019881722e-06
6637,296,7.552889105964516e-06
6637,300,5.0352594039763445e-06
6637,302,5.0352594039763445e-06
6637,303,2.0141037615905378e-05
6637,304,2.5176297019881723e-05
6637,306,2.5176297019881723e-05
6637,315,7.552889105964516e-06
6637,316,2.0141037615905378e-05
6638,240,0.00026686874841074627
6638,241,0.00011077570688747958
6638,242,2.5176297019881723e-05
6638,243,5.0352594039763445e-06
6638,244,0.00017623407913917204
6638,245,8.811703956958602e-05
6638,246,0.0006747247601328302
6638,247,6.042311284771613e-05
6638,254,9.566992867555054e-05
6638,256,5.0352594039763445e-06
6638,257,7.552889105964516e-06
6638,258,0.00015861067122525485
6638,261,2.5176297019881723e-05
6638,262,7.552889105964516e-06
6638,263,0.0009138995818217065
6638,264,0.0007401831323845227
6638,265,0.0024043363653987043
6638,266,0.0009969813619873163
6638,267,0.00031973897215249785
6638,268,6.797600195368065e-05
6638,269,6.29407425497043e-05
6638,270,0.0001007051880795269
6638,283,0.0003524681582783441
6638,284,0.000307150823642557
6638,285,2.265866731789355e-05
6638,289,1.0070518807952689e-05
6638,295,2.5176297019881722e-06
6638,296,1.7623407913917204e-05
6638,302,2.5176297019881722e-06
6638,303,1.0070518807952689e-05
6638,304,7.552889105964516e-06
6638,305,3.776444552982258e-05
6638,307,1.7623407913917204e-05
6638,315,2.0141037615905378e-05
6638,316,3.524681582783441e-05
6639,239,0.00012084622569543226
6639,240,0.0005337374968214925
6639,241,1.2588148509940862e-05
6639,243,0.0003373623800664151
6639,244,0.0012739206292060152
6639,245,0.0005840900908612559
6639,246,0.000395267863212143
6639,247,5.0352594039763445e-06
6639,253,1.2588148509940862e-05
6639,254,0.00017875170884116022
6639,255,0.00029456267513261616
6639,256,2.265866731789355e-05
6639,258,0.0002064456355630301
6639,261,5.0352594039763445e-06
6639,262,6.797600195368065e-05
6639,263,0.0016691884924181582
6639,264,0.0016012124904644775
6639,265,0.0010221576590071979
6639,266,0.0020997031714581355
6639,267,0.00014854015241730215
6639,268,0.0001007051880795269
6639,269,1.0070518807952689e-05
6639,270,2.5176297019881722e-06
6639,271,2.5176297019881722e-06
6639,282,6.545837225169248e-05
6639,283,0.0008056415046362151
6639,284,0.00012084622569543226
6639,288,7.552889105964516e-06
6639,289,1.7623407913917204e-05
6639,295,5.0352594039763445e-06
6639,296,7.552889105964516e-06
6639,303,7.552889105964516e-06
6639,304,2.5176297019881723e-05
6639,307,2.265866731789355e-05
6639,308,1.7623407913917204e-05
6639,313,1.0070518807952689e-05
6639,314,2.5176297019881723e-05
6639,315,1.5105778211929033e-05
6639,316,1.0070518807952689e-05
6640,239,0.00014098726331133763
6640,240,0.0002618334890067699
6640,241,0.0008736175065898957
6640,242,8.056415046362151e-05
6640,243,0.001855493090365283
6640,244,0.0021450205060939225
6640,245,0.0006243721660930667
6640,246,0.0009843932134773754
